kwdikos_farmakou,onoma_farmakou,
160908,Куросърф,,
160909,Кутакуиг,,
160910,Лабама,,
160911,Лакрат,,
160912,Лакс,,
160913,Лаксакодил,,
160914,Лактулакс,,
160915,Лактулоза Mip,,
160916,Лактус,,
160917,Ламизил,,
160918,Ламиктал,,
160919,Ламотрикс,,
160920,Ланвексин,,
160921,Ланзацид,,
160922,Ланзопразол Екофарм,,
160923,Ланзул,,
160924,Ланитоп,,
160925,Лансопрол,,
160926,Лапоксо,,
160927,Ларида,,
160928,Лароксин Sr,,
160929,Лароксин Sr,,
160930,Лароксин Xr,,
160931,Лароксин Xr,,
160932,Ласипил,,
160933,Латамед,,
160934,Латасопт,,
160935,Леваксан,,
160936,Левакт,,
160937,Левалокс,,
160938,Левалокс,,
160939,Леветиракон Pharmacons,,
160940,Леветирацетам Стада,,
160941,Леветирацетам Стада Арцнаймител 1000 Mg Филмирани Таблетки,,
160942,Леветирацетам Стада Арцнаймител 500 Mg Филмирани Таблетки,,
160943,Леветирацетам Стада Арцнеймител,,
160944,Левид,,
160945,Левокса,,
160946,Левокса,,
160947,Левоксимед,,
160948,Левор,,
160949,Левосимендан Калцекс,,
160950,Левотекс,,
160951,Левофлоксан,,
160952,Левофлоксан,,
160953,Левофлоксацин Аптафарма,,
160954,Левофлоксацин Екофарм,,
160955,Левофлоксацин Зентива,,
160956,Легалон,,
160957,Легалон,,
160958,Лекалпин,,
160959,Лекоклар,,
160960,Лекоклар Xl,,
160961,Лексотан,,
160962,Леналидомид Алкалоид-Инт,,
160963,Леналидомид Гриндекс,,
160964,Леналидомид Зентива,,
160965,Леналидомид Фармасайънс,,
160966,Лензето,,
160967,Лепонекс,,
160968,Лерканео,,
160969,Лерканидипин Екофарм,,
160970,Леркаприл,,
160971,Лесигон,,
160972,Летибо,,
160973,Летизен,,
160974,Летрогратис,,
160975,Летрозол Nucleus,,
160976,Летрозол Алуфарма,,
160977,Летрозол Зентива,,
160978,Летрокон,,
160979,Летрокон,,
160980,Летрофемин,,
160981,Леуджект,,
160982,Леукеран,,
160983,Лефисио,,
160984,Лефлокс,,
160985,Лефлокс,,
160986,Либексин,,
160987,Ливиал,,
160988,Лидокаин Актавис,,
160989,Лидокаин Гриндекс,,
160990,Лидокаин Дансон,,
160991,Лидокаин Дансон,,
160992,Лидокаин Дансон,,
160993,Лидокаин Софарма,,
160994,Лидокаин-Егис,,
160995,Лидол,,
160996,Лизиноприл Гриндекс,,
160997,Лизиноприл Софарма,,
160998,Лизоприл,,
160999,Ликоцин,,
161000,Лимерал,,
161001,Лимфомиозот,,
161002,Лимфомиозот,,
161003,Лимфомиозот,,
161004,Линаглиптин Виатрис,,
161005,Линаглиптин/Метформин Чайкафарма,,
161006,Линаптин Нобел Фарма,,
161007,Линатин Мет,,
161008,Линатра,,
161009,Линдинет 20,,
161010,Линдинет 30,,
161011,Линезолид Крка,,
161012,Линезолид Крка,,
161013,Линезолид Полфарма,,
161014,Линестад,,
161015,Линефор,,
161016,Линиприл,,
161017,Линкомицин Абр,,
161018,Линксарам,,
161019,Линола Фет,,
161020,Линола Фет,,
161021,Линоладиол N,,
161022,Лио-Дрол,,
161023,Лиосмин,,
161024,Лиотон,,
161025,Липанор,,
161026,Липантил,,
161027,Липантил Супра,,
161028,Липертанс,,
161029,Липоканте,,
161030,Лиртонен,,
161031,Лиртонен,,
161032,Лисаметил,,
161033,Лифурокс,,
161034,Лифурокс,,
161035,Логест,,
161036,Лодоз,,
161037,Лозап,,
161038,Лозап H,,
161039,Локоид Липокрем,,
161040,Ломексин,,
161041,Ломексин,,
161042,Лонамо Дуо,,
161043,Лопедиум,,
161044,Лоперамид Гриндекс,,
161045,Лоперамид Екофарм,,
161046,Лоразепам Tzf,,
161047,Лорано,,
161048,Лорапам,,
161049,Лоратадин Софарма,,
161050,Лоринден A,,
161051,Лоринден C,,
161052,Лоринден N,,
161053,Лористa Нl,,
161054,Лориста,,
161055,Лориста Н,,
161056,Лориста Нd,,
161057,Лорнадo,,
161058,Лорноксикам Ромфарм,,
161059,Лосарлен,,
161060,Лосарлен Н,,
161061,Лосморид,,
161062,Лостразин,,
161063,Лотар,,
161064,Луcин,,
161065,Лумента,,
161066,Лумобри,,
161067,Луразидон Тева,,
161068,Лутинус,,
161069,Лутрат Депо,,
161070,Луцетам,,
161071,Маброн,,
161072,Магне B6,,
161073,Магнезиев Диаспорал,,
161074,Магнезиев Диаспорал Protina Pharmazeutische Gesellschaft Mbh,,
161075,Магнерич,,
161076,"Магнерот, Magnerot",,
161077,Мадопар Hbs,,
161078,Мадрас Mr,,
161079,Майметси,,
161080,Майовю,,
161081,Майсиглу,,
161082,Макмирор,,
161083,Макмирор Комплекс,,
161084,Максигра Гоу,,
161085,Максигра Гоу,,
161086,Максигра Уайт,,
161087,Максидекс,,
161088,Макситрол,,
161089,Малтофер,,
161090,Малтофер Фол,,
161091,Манитол,,
161092,Манитол Б. Браун,,
161093,Манитол Бакстер,,
161094,Манитол Софарма,,
161095,Манитол Софарма Ад,,
161096,Мапразакс,,
161097,Марвелон,,
161098,Маркаин Спинал,,
161099,Маркаин Спинал Хеви,,
161100,Масидо,,
161101,Мастодинон (Mastodynon),,
161102,Мацитентан Зентива,,
161103,Мацитентан Тева,,
161104,Меаксин,,
161105,Меалгин,,
161106,Медаксон,,
161107,Медексол,,
161108,Медетром,,
161109,Меди-Маа,,
161110,Медицински Диазотен Оксид Sol,,
161111,"Медицински Кислород, Газообразен Sol",,
161112,"Медицински Кислород,течен Sol",,
161113,Медицински Течен,,
161114,Медовир,,
161115,Медокапрон,,
161116,Медокапрон,,
161117,Медоклав,,
161118,Медоклав,,
161119,Медоклав Бис,,
161120,Медоклав Форте,,
161121,Медоклор,,
161122,Медопексол,,
161123,Медоприд,,
161124,Медориспер,,
161125,Медоспамокс,,
161126,Медосулпид,,
161127,Медофлоксин,,
161128,Медофлукон,,
161129,Медоцеф,,
161130,Медоцилин,,
161131,Медрол,,
161132,Медролгин,,
161133,Медулак-Вм,,
161134,Мезим Форте,,
161135,Мексдагри,,
161136,Мексия,,
161137,Мексия,,
161138,Мелбек,,
161139,Мелбек,,
161140,Мелбек Форт,,
161141,Мелид,,
161142,Мелкарт Дуо,,
161143,Мелкарт Дуо,,
161144,Мелокс,,
161145,Мелокс,,
161146,Мелоксикам Дансон,,
161147,Мелоксикам Дансон,,
161148,Мелоксикам Дансон,,
161149,Мемантин Стада,,
161150,Мемигмин,,
161151,Мемоплант,,
161152,Мемотропил,,
161153,Мендилекс,,
161154,Менопур,,
161155,Ментолов Спирт Купро,,
161156,Мепенекс,,
161157,Мепенекс,,
161158,Мепидентал,,
161159,Мериоферт,,
161160,Мериоферт Пфс,,
161161,Меропе,,
161162,Меропенем Steriscience,,
161163,Меропенем Енекси,,
161164,Меропенем Чилу,,
161165,Мерсинол,,
161166,Метадон Алкалоид,,
161167,Метадон Софарма,,
161168,Метазан,,
161169,Метамизол Калцекс,,
161170,Метафен Макс,,
161171,Метергин,,
161172,Метигаст,,
161173,Метизол,,
161174,Метилпреднизолон Ромфарм,,
161175,Метилпреднизолон Софарма,,
161176,Метилпреднизолон Фармак,,
161177,Метилпреднизолон Чайкафарма,,
161178,Метоклопрамидe Xамелн,,
161179,Метокор,,
161180,Метокор,,
161181,Метопролол Ретард Стада,,
161182,Метопролол Стада,,
161183,Метоситалг,,
161184,Метоситалг 50 Mg/1000 Mg Филмирани Таблетки,,
161185,Метостад,,
161186,Метотрексат Акорд,,
161187,Метотрексат Ебеве,,
161188,Метотрексат Ебеве,,
161189,Метотрексат Ебеве,,
161190,Метроза,,
161191,Метронидазол,,
161192,Метронидазол Абр,,
161193,Метронидазол И.В Браун,,
161194,Метсиглетик,,
161195,"Метфогамма, Metfogamma",,
161196,Метфодиаб,,
161197,Метфокон,,
161198,Метформакс Xr Комби,,
161199,Метформакс Комби,,
161200,Метформин,,
161201,Метформин Алкалоид-Инт,,
161202,Метформин Екофарм,,
161203,Метфостада Xr,,
161204,Метфостада Xr 750 Mg Таблетки С Удължено Освобождаване,,
161205,Мивара Sr,,
161206,Миг,,
161207,Миг Джуниър,,
161208,Миг За Деца,,
161209,Миглустат G.L.,,
161210,Мигренол,,
161211,Мидазолам Калцекс,,
161212,Мидазолам Хамелн,,
161213,Мидакс,,
161214,Мидиана 28,,
161215,Мидокалм,,
161216,Мидран,,
161217,Микафунгин Ромфарм,,
161218,Микодефен,,
161219,Микомакс,,
161220,Миконафин,,
161221,Микофенолат Мофетил Акорд,,
161222,"Милгамма 100, Milgamma 100",,
161223,"Милгамма N, Milgamma N",,
161224,"Милгамма N, Milgamma N",,
161225,"Милгамма Протект, Milgamma Protect",,
161226,"Милгамма, Milgamma",,
161227,Милдронат,,
161228,Милофен,,
161229,Милофен Кидс,,
161230,Милурит,,
161231,Мингерлан,,
161232,Минирин,,
161233,Минирин Мелт,,
161234,Миноциклин Екофарм,,
161235,Миоксазон,,
161236,Мипрофен,,
161237,Мирабегрон Тева,,
161238,Мирагрон,,
161239,Мирам,,
161240,Мирена,,
161241,Мирзатен,,
161242,Мирзатен Q-Tab,,
161243,Мирон,,
161244,Миртазапин Гриндекс,,
161245,Мисол,,
161246,Митоксантрон Ебеве,,
161247,Митоксантрон Ебеве,,
161248,Митомицин Акорд,,
161249,Мифегин,,
161250,Мифоглам,,
161251,Мифомет,,
161252,Мовалис,,
161253,Мовипреп,,
161254,Модитен Депо,,
161255,Модуксин Mr,,
161256,Мокси,,
161257,Моксиквин,,
161258,Моксистад,,
161259,Моксифлоксан,,
161260,Молоксин,,
161261,Молоксин,,
161262,Молсидомин Wzf,,
161263,Моманос,,
161264,Мометазон Абр,,
161265,Монийот-131,,
161266,Монкаста,,
161267,Монозид,,
161268,Моноприл,,
161269,Монопрост,,
161270,Монофер,,
